2009-2010 Award Year FFEL Volume by School,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
"Award Year Cumulative Activity through Quarter ending 09/30/2009

",,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FFEL SUBSIDIZED,,,,,FFEL UNSUBSIDIZED,,,,,FFEL PARENT PLUS,,,,,FFEL GRAD PLUS,,,,
OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00212600,BERKLEE COLLEGE OF MUSIC,MA,022153693,PRIVATE,0,0,0,0,0,0,0,0,0,0,9,9,186935,9,105918,0,0,0,0,0
00212800,BOSTON COLLEGE,MA,024673800,PRIVATE,4163,4179,24449596,4180,12305660,2237,2284,19917394,2285,10004614,584,627,15333293,633,7729420,488,519,10519030,522,5351196
00212900,BOSTON CONSERVATORY,MA,022159830,PRIVATE,310,310,1680914,310,854444,320,325,1509104,325,793203,85,87,2639456,88,1352541,32,33,597831,33,336315
00214000,COLLEGE OF OUR LADY OF THE ELMS,MA,010132839,PRIVATE,214,214,1079676,216,544136,233,233,907346,240,457278,48,50,603486,51,318268,0,0,0,0,0
00214100,COLLEGE OF THE HOLY CROSS,MA,016102395,PRIVATE,0,0,0,0,0,0,0,0,0,0,1,1,20000,1,20000,0,0,0,0,0
00214300,CURRY COLLEGE,MA,021862395,PRIVATE,909,916,4390686,919,2179616,977,1034,4252239,1042,2043932,318,328,6323788,344,3342741,0,0,0,0,0
00214400,DEAN COLLEGE,MA,020381994,PRIVATE,201,201,850039,201,430503,230,230,766238,230,389446,130,134,2150320,134,1067754,0,0,0,0,0
00214500,EASTERN NAZARENE COLLEGE,MA,021702999,PRIVATE,420,421,2081152,421,1062535,426,441,1676510,444,852890,117,124,1652635,129,879855,0,0,0,0,0
00214600,EMERSON COLLEGE,MA,021164624,PRIVATE,1849,1867,9749734,1879,5067681,1911,1962,8391683,1970,4306809,349,362,7596734,365,4099671,69,69,885074,69,448524
00214800,ENDICOTT COLLEGE,MA,019152098,PRIVATE,1145,1148,5182847,1159,2631586,1295,1320,4246395,1331,2160993,290,298,5189553,310,2768376,3,3,19100,3,15350
00214900,EPISCOPAL DIVINITY SCHOOL,MA,021383494,PRIVATE,26,27,216720,27,108360,12,12,146092,14,73046,0,0,0,0,0,2,2,28152,2,14076
00215000,FISHER COLLEGE,MA,021161500,PRIVATE,173,173,786068,179,394722,192,222,679908,224,329380,77,83,1062475,85,554800,0,0,0,0,0
00215100,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,021166296,PUBLIC,2,2,9000,2,4500,2,2,8000,2,4000,0,0,0,0,0,0,0,0,0,0
00215300,GORDON COLLEGE,MA,019841899,PRIVATE,702,702,3242390,705,1645179,792,798,2485638,799,1259999,147,150,2187836,152,1248332,0,0,0,0,0
00215400,HELLENIC COLLEGE & HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,MA,024457496,PRIVATE,0,0,0,0,0,0,0,0,0,0,1,1,7000,1,7000,0,0,0,0,0
00215500,HARVARD UNIVERSITY,MA,021383800,PRIVATE,31,31,263500,32,131725,37,37,503100,37,249745,6,6,228850,6,114425,32,35,954492,35,477525
00215700,HEBREW COLLEGE,MA,024592237,PRIVATE,19,19,161168,19,79168,16,16,179332,16,83666,0,0,0,0,0,0,0,0,0,0
00215800,LASELL COLLEGE,MA,024662716,PRIVATE,147,148,600861,148,305064,137,142,524119,142,266183,200,205,3021576,205,1614805,0,0,0,0,0
00216000,LESLEY UNIVERSITY,MA,021382790,PRIVATE,1,1,8500,1,2834,1,1,12000,1,4000,0,0,0,0,0,1,1,24454,1,11227
00216400,NEW ENGLAND COLLEGE OF OPTOMETRY (THE),MA,021151129,PRIVATE,1,1,8500,1,4250,1,1,20742,1,10371,0,0,0,0,0,1,1,7307,1,3654
00216500,MASS. COLLEGE OF PHARMACY & HEALTH SCIENCES,MA,021155804,PRIVATE,1930,1930,12051807,1939,5654894,1949,2662,22818019,2672,9844118,70,75,1616620,76,765661,141,146,2526829,150,1097219
00216800,CAPE COD COMMUNITY COLLEGE,MA,026681599,PUBLIC,0,0,0,0,0,0,0,0,0,0,6,6,29183,6,15842,0,0,0,0,0
00217000,HOLYOKE COMMUNITY COLLEGE,MA,010401099,PUBLIC,0,0,0,0,0,0,0,0,0,0,1,1,15000,1,7500,0,0,0,0,0
00218500,FRAMINGHAM STATE COLLEGE,MA,017022471,PUBLIC,27,27,120025,27,60888,33,34,139429,34,77465,1,1,12000,1,12000,0,0,0,0,0
00218700,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,MA,012474100,PUBLIC,799,804,3286852,804,1680407,824,846,3013212,846,1545532,57,58,486018,58,253429,0,0,0,0,0
00218800,SALEM STATE UNIVERSITY,MA,019705353,PUBLIC,1980,1995,9032964,1995,4548467,2120,2140,10278328,2140,5193639,76,76,638428,76,319822,0,0,0,0,0
00219200,MOUNT HOLYOKE COLLEGE,MA,010751492,PRIVATE,0,0,0,0,0,0,0,0,0,0,34,34,560219,35,312723,0,0,0,0,0
00219300,MOUNT IDA COLLEGE,MA,024593323,PRIVATE,831,831,3582759,831,1787844,906,906,3417714,906,1683341,211,218,3264896,218,1634780,0,0,0,0,0
00219400,NEW ENGLAND CONSERVATORY OF MUSIC,MA,021155018,PRIVATE,334,334,2187120,335,1112448,316,318,2288991,318,1167939,33,34,821325,34,408309,52,58,860353,59,419269
00219700,NICHOLS COLLEGE,MA,015716346,PRIVATE,3,3,4315,5,3440,9,9,26799,16,26325,1,1,6310,1,3155,1,1,5470,2,5470
00220500,QUINCY COLLEGE,MA,021694501,PUBLIC,4,4,8200,4,6450,1,1,1000,1,1000,0,0,0,0,0,0,0,0,0,0
00220800,SIMMONS COLLEGE,MA,021155898,PRIVATE,16,16,110847,16,59673,19,19,186226,19,103942,0,0,0,0,0,11,11,246090,11,123653
00220900,TRUSTEES OF THE SMITH COLLEGE,MA,010632936,PRIVATE,2,2,17000,2,8500,2,2,24000,2,12000,96,99,1756639,100,919658,0,0,0,0,0
00221100,SPRINGFIELD COLLEGE,MA,011093797,PRIVATE,1609,1617,8196926,1617,4045866,1674,1712,8252435,1712,3933794,258,271,3778600,271,1906902,48,55,510430,55,256717
00221800,SUFFOLK UNIVERSITY,MA,021082770,PRIVATE,1269,1270,10048736,1276,5431077,1238,1242,14230706,1247,7807880,0,0,0,0,0,832,934,19435100,954,10812639
00221900,TUFTS UNIVERSITY,MA,021555808,PRIVATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14315,1,14315
00222400,WELLESLEY COLLEGE,MA,024818203,PRIVATE,0,0,0,0,0,0,0,0,0,0,3,3,42002,3,21001,0,0,0,0,0
00222500,WENTWORTH INSTITUTE OF TECHNOLOGY,MA,021155998,PRIVATE,1293,1298,5557704,1298,2795120,1284,1316,3937341,1316,1974800,204,211,3423564,211,1774476,0,0,0,0,0
00222600,WESTERN NEW ENGLAND UNIVERSITY,MA,011192654,PRIVATE,0,0,0,0,0,0,0,0,0,0,48,51,825352,51,421402,28,29,629363,29,320887
00222800,WHEELOCK COLLEGE,MA,022154176,PRIVATE,521,521,2701611,524,1378470,560,591,2726879,597,1366032,62,64,958473,64,496369,22,22,281960,23,136881
00223300,WORCESTER POLYTECHNIC INSTITUTE,MA,016092280,PRIVATE,1610,1614,7642691,1614,3826949,1748,1793,6028801,1794,3029647,280,294,5534233,295,2909385,12,12,163424,13,107803
00396500,BAY STATE COLLEGE,MA,021162901,PROPRIETARY,243,243,1007867,244,515555,235,235,962636,235,487165,88,93,1373745,93,684077,0,0,0,0,0
00466100,HAMPSHIRE COLLEGE,MA,010023359,PRIVATE,0,0,0,0,0,0,0,0,0,0,28,29,543037,29,314184,0,0,0,0,0
00466600,SALTER COLLEGE,MA,015831700,PROPRIETARY,1,1,895,1,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00466700,SCHOOL OF THE MUSEUM OF FINE ARTS,MA,021155534,PRIVATE,291,291,1295624,292,668684,297,297,1019610,299,515741,104,105,2044619,105,1045582,0,0,0,0,0
00466900,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,MA,025323310,PUBLIC,32,32,112688,32,112000,30,30,181937,31,180000,0,0,0,0,0,0,0,0,0,0
00613600,NATIONAL AVIATION ACADEMY - NEW ENGLAND,MA,017302620,PROPRIETARY,36,37,123524,37,62810,42,43,202927,43,100462,7,7,35596,7,17797,0,0,0,0,0
00632200,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,MA,023023395,PRIVATE,225,225,858620,225,528893,237,237,1371630,237,861357,6,6,80500,6,40250,0,0,0,0,0
00632400,LABOURE COLLEGE,MA,021245698,PRIVATE,284,284,1007080,284,501882,336,338,2097130,341,1017973,17,18,135453,18,64053,0,0,0,0,0
00633100,LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,MA,021551643,PRIVATE,219,220,762373,221,520300,228,233,1164142,234,770178,5,5,56939,5,30969,0,0,0,0,0
00687300,MARIAN COURT COLLEGE,MA,019072896,PRIVATE,79,79,286626,79,143185,79,80,211824,80,105814,8,8,64276,8,32138,0,0,0,0,0
00748100,SANFORD-BROWN COLLEGE,MA,021162904,PROPRIETARY,42,42,129282,43,49713,39,39,175639,40,65650,0,0,0,0,0,0,0,0,0,0
00748400,NEWBURY COLLEGE,MA,024455796,PRIVATE,0,0,0,0,0,0,0,0,0,0,26,27,336411,28,174456,0,0,0,0,0
00748600,NEW ENGLAND INSTITUTE OF ART (THE),MA,024457295,PROPRIETARY,338,338,1376297,343,734646,327,327,1189701,329,632390,222,227,4526086,233,2267658,0,0,0,0,0
00748800,KAPLAN CAREER INSTITUTE,MA,021291644,PROPRIETARY,74,74,240350,75,104458,66,66,335855,67,143792,3,3,9410,3,4821,0,0,0,0,0
00891600,NEW ENGLAND SCHOOL OF LAW,MA,021165687,PRIVATE,916,918,7699235,918,3848906,886,893,10570470,893,5293858,0,0,0,0,0,634,687,15606237,702,7883231
00964500,BARD COLLEGE AT SIMON'S ROCK,MA,012309702,PRIVATE,212,212,881368,213,445439,85,85,243553,85,119311,51,52,989121,52,524349,0,0,0,0,0
00974700,GORDON CONWELL THEOLOGICAL SEMINARY,MA,019822317,PRIVATE,205,206,1627734,206,846769,150,153,1359450,153,717474,0,0,0,0,0,0,0,0,0,0
00975600,UNIVERSITY OF MASSACHUSETTS MEDICAL CENTER,MA,016550001,PUBLIC,470,470,3950672,470,1941804,372,393,7420979,393,3624913,0,0,0,0,0,35,35,678758,35,336393
01121000,BUNKER HILL COMMUNITY COLLEGE,MA,021292991,PUBLIC,2,2,8000,2,3500,1,1,6000,1,3000,1,1,13000,1,6500,0,0,0,0,0
01151000,EVEREST INSTITUTE,MA,021353605,PROPRIETARY,188,188,632072,188,321354,180,336,996080,336,505350,7,7,49095,7,24546,0,0,0,0,0
01294800,ROB ROY ACADEMY,MA,027215330,PROPRIETARY,8,8,28000,8,14000,8,8,24612,8,12306,1,1,7059,1,3529,0,0,0,0,0
02063000,MONTSERRAT COLLEGE OF ART,MA,019154508,PRIVATE,257,257,1113815,257,566408,271,271,848055,272,411739,36,37,524189,39,275215,0,0,0,0,0
02122000,NEW ENGLAND HAIR ACADEMY,MA,021485118,PROPRIETARY,0,0,0,0,0,0,0,0,0,0,7,7,76015,7,41624,0,0,0,0,0
02137000,ROB ROY ACADEMY,MA,027803121,PROPRIETARY,3,3,6593,4,3968,2,2,5133,3,3620,1,1,643,1,321,0,0,0,0,0
02143000,LONGY SCHOOL OF MUSIC,MA,021383599,PRIVATE,93,93,702202,94,367724,87,87,889336,89,460166,4,4,93348,4,47277,18,19,142103,19,71050
02163500,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,022152005,PROPRIETARY,0,0,0,0,0,1,1,1583,1,1583,0,0,0,0,0,0,0,0,0,0
02163600,MASSACHUSETTS SCHOOL OF PROFESSIONAL PSYCHOLOGY,MA,021324935,PRIVATE,281,281,2022182,281,1011088,267,267,4774583,267,2372916,0,0,0,0,0,109,112,2013649,120,1015221
02169900,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,MA,017521288,PUBLIC,6,6,21000,6,10500,7,7,42895,7,21447,0,0,0,0,0,0,0,0,0,0
02181600,ROB ROY ACADEMY,MA,016092038,PROPRIETARY,1,1,2076,1,2076,2,2,3000,2,3000,0,0,0,0,0,0,0,0,0,0
02182900,CAMBRIDGE COLLEGE,MA,021385304,PRIVATE,8,8,55339,10,23859,5,5,50001,6,17333,0,0,0,0,0,0,0,0,0,0
02220400,CATHERINE HINDS INSTITUTE OF ESTHETICS,MA,018016815,PROPRIETARY,20,20,48577,20,28742,22,22,48239,22,30457,4,4,27582,4,13790,0,0,0,0,0
02231600,MGH INSTITUTE OF HEALTH PROFESSIONS,MA,021294557,PRIVATE,264,264,2218644,264,1109324,258,258,3079089,258,1543063,0,0,0,0,0,167,177,3362011,178,1673932
02274300,CONWAY SCHOOL OF LANDSCAPE DESIGN,MA,013410179,PRIVATE,15,15,127500,15,63750,15,15,179403,15,90000,0,0,0,0,0,13,14,343446,14,171724
02491700,CORTIVA INSTITUTE -  BOSTON,MA,024722577,PROPRIETARY,66,66,147921,77,67790,74,74,275725,86,117067,3,3,14258,3,5602,0,0,0,0,0
02579800,NEW ENGLAND SCHOOL OF ACUPUNCTURE,MA,024581005,PRIVATE,80,80,678812,80,245942,79,79,1023008,80,363859,0,0,0,0,0,48,48,586514,50,197798
03104000,SHAWSHEEN VALLEY TECHNICAL HIGH SCHOOL,MA,018215499,PUBLIC,19,19,66681,19,33117,21,21,131155,21,64633,0,0,0,0,0,0,0,0,0,0
03115200,MOTORING TECHNICAL TRAINING INSTITUTE,MA,027715933,PROPRIETARY,0,0,0,0,0,0,0,0,0,0,1,1,8300,1,4150,0,0,0,0,0
03127700,SOUTHERN NEW ENGLAND SCHOOL OF LAW,MA,027471252,PRIVATE,129,130,1074115,130,551933,139,139,1662144,139,849932,0,0,0,0,0,67,73,1019767,73,518759
03194300,BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS,MA,024464602,PRIVATE,26,26,202381,26,96735,26,26,287558,26,138988,0,0,0,0,0,3,3,65054,3,28860
03196300,LINCOLN TECHNICAL INSTITUTE,MA,021451102,PROPRIETARY,342,342,905913,365,474102,254,332,932219,340,473202,21,21,96466,21,48229,0,0,0,0,0
03205400,JOLIE HAIR & BEAUTY ACADEMY,MA,010562769,PROPRIETARY,13,13,34421,15,19888,12,12,39543,13,21828,1,1,8500,1,4250,0,0,0,0,0
03235300,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,MA,018101094,PRIVATE,378,378,3062354,410,1704001,378,378,3969056,401,2089712,0,0,0,0,0,64,65,338409,65,175579
03248300,BOSTON BAPTIST COLLEGE,MA,021364000,PRIVATE,70,71,288189,71,149958,68,70,259289,70,131795,9,10,79720,10,39860,0,0,0,0,0
03570500,ZION BIBLE COLLEGE,MA,018350000,PRIVATE,145,145,608453,145,308481,136,137,507394,137,242184,10,10,95575,10,47787,0,0,0,0,0
03946300,FRANKLIN W. OLIN COLLEGE OF ENGINEERING,MA,024921200,PRIVATE,19,19,59740,19,28868,17,17,90750,17,45374,2,2,16500,2,8250,0,0,0,0,0
04128000,MILLENNIUM TRAINING INSTITUTE,MA,018016386,PROPRIETARY,7,7,18666,7,9333,9,9,32180,10,17824,0,0,0,0,0,0,0,0,0,0
00143600,CAPITOL COLLEGE,MD,207089759,PRIVATE,44,44,211426,44,105191,52,53,263392,54,132355,10,10,104732,10,52366,0,0,0,0,0
00146200,WASHINGTON BIBLE COLLEGE,MD,207063599,PRIVATE,124,125,665264,127,349940,139,141,1125362,144,570023,4,4,37000,5,23500,1,1,8500,1,4250
00205700,ALLEGANY COLLEGE OF MARYLAND,MD,215022596,PUBLIC,754,754,2639620,754,1315379,790,792,3360807,794,1603157,30,30,206722,30,103362,0,0,0,0,0
00205800,ANNE ARUNDEL COMMUNITY COLLEGE,MD,210121895,PUBLIC,1151,1165,3958722,1165,2281409,1109,1141,5120184,1141,2753217,2,2,11500,2,5750,0,0,0,0,0
00206300,COMMUNITY COLLEGE OF BALTIMORE COUNTY,MD,212285381,PUBLIC,1157,1202,3727021,1222,1905994,1101,1155,4211352,1176,2140247,10,10,63002,10,31295,0,0,0,0,0
00206400,COLLEGE OF SOUTHERN MARYLAND,MD,206460910,PUBLIC,1,1,1750,2,1750,1,1,3000,2,3000,0,0,0,0,0,0,0,0,0,0
00206500,NOTRE DAME OF MARYLAND UNIVERSITY,MD,212102476,PRIVATE,408,420,2051885,421,1129066,453,490,2660279,492,1390226,60,61,802129,61,409337,5,5,68400,5,34200
00206700,WASHINGTON ADVENTIST UNIVERSITY,MD,209127796,PRIVATE,202,202,1028673,204,514122,230,231,1436590,233,710904,39,39,456536,40,228583,3,3,28190,3,14095
00206800,COPPIN STATE UNIVERSITY,MD,212163698,PUBLIC,0,0,0,0,0,0,0,0,0,0,35,35,348053,35,174028,0,0,0,0,0
00207100,FREDERICK COMMUNITY COLLEGE,MD,217029745,PUBLIC,1,1,764,2,764,2,2,3624,4,3624,0,0,0,0,0,0,0,0,0,0
00207300,GOUCHER COLLEGE,MD,212042794,PRIVATE,581,583,2663772,585,1356702,579,587,2441247,590,1219525,122,123,2208793,125,1114961,1,1,2400,1,1200
00207400,HAGERSTOWN COMMUNITY COLLEGE,MD,217426514,PUBLIC,361,377,1208827,377,593324,359,376,1310344,376,645454,5,5,25500,5,12750,0,0,0,0,0
00207500,HARFORD COMMUNITY COLLEGE,MD,210151696,PUBLIC,99,99,304254,102,155586,169,169,608955,180,305929,2,2,6600,2,3300,0,0,0,0,0
00207600,HOOD COLLEGE,MD,217018575,PRIVATE,0,0,0,0,0,0,0,0,0,0,13,13,151805,13,95170,0,0,0,0,0
00207700,JOHNS HOPKINS UNIVERSITY,MD,212182693,PRIVATE,0,0,0,0,0,0,0,0,0,0,48,51,1065024,53,572031,6,7,88895,8,64979
00208000,MARYLAND INSTITUTE COLLEGE OF ART,MD,212174191,PRIVATE,987,987,4696187,987,2393537,1064,1117,4340083,1117,2212824,359,383,7220002,383,3614203,60,65,828525,65,404605
00208300,MORGAN STATE UNIVERSITY,MD,212510002,PUBLIC,0,0,0,0,0,0,0,0,0,0,409,434,5388244,445,2741210,10,10,73108,11,36555
00208600,MOUNT SAINT MARY'S UNIVERSITY,MD,217277799,PRIVATE,727,734,3024698,734,1569521,866,887,3127827,887,1629581,211,217,3550571,220,1853089,0,0,0,0,0
00208900,PRINCE GEORGE'S COMMUNITY COLLEGE,MD,207742199,PUBLIC,964,970,3098948,970,1552339,1052,1065,4570906,1065,2291403,4,4,15500,4,7750,0,0,0,0,0
00209200,ST. JOHN'S COLLEGE,MD,214011655,PRIVATE,288,288,1460003,289,739660,231,231,809353,236,380010,90,90,1843828,94,933876,1,1,7000,1,7000
00209500,SAINT MARY'S COLLEGE OF MARYLAND,MD,206863001,PUBLIC,316,318,1598864,345,801928,384,393,1827250,418,926806,154,155,2041462,155,1045052,17,17,221443,33,110227
00209600,ST. MARY'S SEMINARY & UNIVERSITY,MD,212101994,PRIVATE,11,11,82274,11,38305,5,5,40500,5,17917,0,0,0,0,0,0,0,0,0,0
00210300,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MD,207425145,PUBLIC,7278,7447,37842284,7502,20036217,7748,8199,42807216,8249,22280099,1242,1278,18663833,1291,9601070,519,555,9311407,562,4804338
00210400,"UNIVERSITY OF MARYLAND, BALTIMORE",MD,212011691,PUBLIC,2610,2625,21306261,2677,10807005,2350,2388,37098184,2433,18748000,8,8,126973,8,67487,1003,1031,20999003,1055,10651213
00210800,WASHINGTON COLLEGE,MD,216201197,PRIVATE,488,488,2165306,488,1084031,580,610,1969008,610,980672,202,209,3840627,210,1934057,0,0,0,0,0
00210900,MCDANIEL COLLEGE,MD,211574390,PRIVATE,945,952,4280794,953,2293488,942,981,3654410,982,1928639,181,193,2663385,193,1405750,0,0,0,0,0
00691100,MONTGOMERY COLLEGE,MD,208501195,PUBLIC,523,527,1829148,527,1095412,348,350,1336771,350,754775,8,8,49122,8,24561,0,0,0,0,0
00749100,TESST COLLEGE OF TECHNOLOGY,MD,212271063,PROPRIETARY,243,243,724849,257,320621,236,242,1164479,257,507534,5,5,43070,5,22525,0,0,0,0,0
00793600,LINCOLN COLLEGE OF TECHNOLOGY,MD,210461544,PROPRIETARY,65,65,213078,67,107955,78,101,313663,105,156504,71,71,620607,71,306326,0,0,0,0,0
00794600,KAPLAN COLLEGE,MD,217422797,PROPRIETARY,1,1,3500,1,1168,1,1,6000,1,2000,0,0,0,0,0,0,0,0,0,0
00817500,HOWARD COMMUNITY COLLEGE,MD,210443197,PUBLIC,372,377,1252797,377,751764,380,397,1419372,397,808235,6,6,25350,6,13050,0,0,0,0,0
00830800,CECIL COLLEGE,MD,219011999,PUBLIC,3,3,5942,3,2971,7,7,32523,7,16262,0,0,0,0,0,0,0,0,0,0
01001400,GARRETT COLLEGE,MD,215411265,PUBLIC,6,6,15750,8,10500,5,5,11000,7,7500,0,0,0,0,0,0,0,0,0,0
01031900,FORTIS INSTITUTE,MD,212042538,PROPRIETARY,56,56,148839,60,62552,43,45,172815,47,68296,1,1,12000,1,4000,0,0,0,0,0
01041000,TESST COLLEGE OF TECHNOLOGY,MD,212862201,PROPRIETARY,66,66,213230,70,84791,57,57,241712,61,88705,4,4,34381,4,12127,0,0,0,0,0
02073900,WOR-WIC COMMUNITY COLLEGE,MD,218041486,PUBLIC,148,148,476991,152,231833,87,87,352011,92,171825,5,6,27700,6,15850,0,0,0,0,0
02083600,TESST COLLEGE OF TECHNOLOGY,MD,207052698,PROPRIETARY,100,100,298928,115,135752,94,94,387464,107,167226,9,9,58246,11,28502,0,0,0,0,0
02127900,SOJOURNER-DOUGLASS COLLEGE,MD,212051898,PRIVATE,621,625,2794391,675,1216923,567,577,3488940,611,1330103,0,0,0,0,0,0,0,0,0,0
02314800,BALTIMORE INTERNATIONAL COLLEGE,MD,212023278,PRIVATE,172,172,663663,172,339291,170,170,771244,170,390532,35,35,555399,36,281586,0,0,0,0,0
02495000,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,MD,210935150,PROPRIETARY,3,3,10500,3,5250,3,3,11000,3,5500,1,1,4000,1,2000,0,0,0,0,0
02545400,NORTH AMERICAN TRADE SCHOOLS,MD,212440069,PROPRIETARY,76,76,226662,79,123088,81,81,276105,84,145927,3,3,21488,3,10745,0,0,0,0,0
02573800,L'ACADEMIE DE CUISINE,MD,208771414,PROPRIETARY,16,17,54319,17,54048,20,22,126748,23,125452,1,1,15200,1,7600,0,0,0,0,0
02578400,TAI SOPHIA INSTITUTE,MD,207236010,PRIVATE,98,98,811878,99,307975,100,100,1174160,102,440275,0,0,0,0,0,30,32,504610,32,176775
03296300,BALTIMORE SCHOOL OF MASSAGE,MD,210902261,PROPRIETARY,125,125,366676,127,137109,118,118,504022,120,182518,6,6,40609,6,13543,0,0,0,0,0
03493300,ALL-STATE CAREER,MD,212246658,PROPRIETARY,5,7,9118,13,9118,3,4,4795,6,4094,0,0,0,0,0,0,0,0,0,0
03965500,HAIR EXPRESSIONS ACADEMY,MD,208521729,PROPRIETARY,5,5,16333,5,8167,6,6,23750,6,12750,2,2,21900,2,10950,0,0,0,0,0
00203500,BANGOR THEOLOGICAL SEMINARY,ME,044020411,PRIVATE,25,25,179182,25,92500,18,18,156995,18,79893,0,0,0,0,0,0,0,0,0,0
00203600,BATES COLLEGE,ME,042406028,PRIVATE,130,131,464665,131,232464,111,112,492546,112,246278,77,78,1820254,78,896692,0,0,0,0,0
00203800,BOWDOIN COLLEGE,ME,040118451,PRIVATE,85,85,347196,85,173598,117,122,504416,122,250131,69,69,1678533,69,861267,0,0,0,0,0
